 Date Time,(0)\% Processor Time,(0)\% User Time,(0)\% Privileged Time,(0)\Interrupts/sec,(0)\% DPC Time,(0)\% Interrupt Time,(0)\DPCs Queued/sec,(0)\DPC Rate,(0)\% Idle Time,(0)\% C1 Time,(0)\% C2 Time,(0)\% C3 Time,(0)\C1 Transitions/sec,(0)\C2 Transitions/sec,(0)\C3 Transitions/sec,(1)\% Processor Time,(1)\% User Time,(1)\% Privileged Time,(1)\Interrupts/sec,(1)\% DPC Time,(1)\% Interrupt Time,(1)\DPCs Queued/sec,(1)\DPC Rate,(1)\% Idle Time,(1)\% C1 Time,(1)\% C2 Time,(1)\% C3 Time,(1)\C1 Transitions/sec,(1)\C2 Transitions/sec,(1)\C3 Transitions/sec,(2)\% Processor Time,(2)\% User Time,(2)\% Privileged Time,(2)\Interrupts/sec,(2)\% DPC Time,(2)\% Interrupt Time,(2)\DPCs Queued/sec,(2)\DPC Rate,(2)\% Idle Time,(2)\% C1 Time,(2)\% C2 Time,(2)\% C3 Time,(2)\C1 Transitions/sec,(2)\C2 Transitions/sec,(2)\C3 Transitions/sec,(3)\% Processor Time,(3)\% User Time,(3)\% Privileged Time,(3)\Interrupts/sec,(3)\% DPC Time,(3)\% Interrupt Time,(3)\DPCs Queued/sec,(3)\DPC Rate,(3)\% Idle Time,(3)\% C1 Time,(3)\% C2 Time,(3)\% C3 Time,(3)\C1 Transitions/sec,(3)\C2 Transitions/sec,(3)\C3 Transitions/sec,(4)\% Processor Time,(4)\% User Time,(4)\% Privileged Time,(4)\Interrupts/sec,(4)\% DPC Time,(4)\% Interrupt Time,(4)\DPCs Queued/sec,(4)\DPC Rate,(4)\% Idle Time,(4)\% C1 Time,(4)\% C2 Time,(4)\% C3 Time,(4)\C1 Transitions/sec,(4)\C2 Transitions/sec,(4)\C3 Transitions/sec,(5)\% Processor Time,(5)\% User Time,(5)\% Privileged Time,(5)\Interrupts/sec,(5)\% DPC Time,(5)\% Interrupt Time,(5)\DPCs Queued/sec,(5)\DPC Rate,(5)\% Idle Time,(5)\% C1 Time,(5)\% C2 Time,(5)\% C3 Time,(5)\C1 Transitions/sec,(5)\C2 Transitions/sec,(5)\C3 Transitions/sec,(6)\% Processor Time,(6)\% User Time,(6)\% Privileged Time,(6)\Interrupts/sec,(6)\% DPC Time,(6)\% Interrupt Time,(6)\DPCs Queued/sec,(6)\DPC Rate,(6)\% Idle Time,(6)\% C1 Time,(6)\% C2 Time,(6)\% C3 Time,(6)\C1 Transitions/sec,(6)\C2 Transitions/sec,(6)\C3 Transitions/sec,(7)\% Processor Time,(7)\% User Time,(7)\% Privileged Time,(7)\Interrupts/sec,(7)\% DPC Time,(7)\% Interrupt Time,(7)\DPCs Queued/sec,(7)\DPC Rate,(7)\% Idle Time,(7)\% C1 Time,(7)\% C2 Time,(7)\% C3 Time,(7)\C1 Transitions/sec,(7)\C2 Transitions/sec,(7)\C3 Transitions/sec,(_Total)\% Processor Time,(_Total)\% User Time,(_Total)\% Privileged Time,(_Total)\Interrupts/sec,(_Total)\% DPC Time,(_Total)\% Interrupt Time,(_Total)\DPCs Queued/sec,(_Total)\DPC Rate,(_Total)\% Idle Time,(_Total)\% C1 Time,(_Total)\% C2 Time,(_Total)\% C3 Time,(_Total)\C1 Transitions/sec,(_Total)\C2 Transitions/sec,(_Total)\C3 Transitions/sec
08/19/2023 22:04:55.822,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0
