 Date Time,\Page Faults/sec,\Available Bytes,\Committed Bytes,\Commit Limit,\Write Copies/sec,\Transition Faults/sec,\Cache Faults/sec,\Demand Zero Faults/sec,\Pages/sec,\Pages Input/sec,\Page Reads/sec,\Pages Output/sec,\Pool Paged Bytes,\Pool Nonpaged Bytes,\Page Writes/sec,\Pool Paged Allocs,\Pool Nonpaged Allocs,\Free System Page Table Entries,\Cache Bytes,\Cache Bytes Peak,\Pool Paged Resident Bytes,\System Code Total Bytes,\System Code Resident Bytes,\System Driver Total Bytes,\System Driver Resident Bytes,\System Cache Resident Bytes,\% Committed Bytes In Use,\Available KBytes,\Available MBytes,\Transition Pages RePurposed/sec,\Free & Zero Page List Bytes,\Modified Page List Bytes,\Standby Cache Reserve Bytes,\Standby Cache Normal Priority Bytes,\Standby Cache Core Bytes,\Long-Term Average Standby Cache Lifetime (s)
08/19/2023 22:04:55.822,0,4937347072,20904591360,25374990336,0,0,0,0,0,0,0,0,490233856,432472064,0,0,0,12472811,172167168,550785024,396439552,8192,8192,38141952,6000640,172167168,82.38265742137625,4821628,4708,0,531091456,77516800,504836096,3653947392,247472128,14400
